MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win,20Plus,10Run,20Run,40Run,90Run,OtherRun
11-Nov-18 Townsville,Townsville,Provincial,QLD,8,73,7.5,5,1,2,1,0,0,0,0,18,6,8,7,26
11-Nov-18 York,York,Provincial,WA,9,80,8,4,1,3,1,0,1,0,1,13,17,12,6,23
12-Nov-18 Ballina,Ballina,Country,NSW,8,72,7,1,2,5,1,1,0,0,1,18,14,6,2,24
12-Nov-18 Kilmore,Kilmore,Country,VIC,8,73,7.5,5,2,3,0,0,0,0,0,16,9,9,7,24
13-Nov-18 Hamilton,Hamilton,Country,VIC,8,76,7.5,1,3,7,0,0,0,0,0,17,7,9,10,25
13-Nov-18 Queanbeyan,Queanbeyan,Country,NSW,7,62,6,2,3,4,1,0,0,0,0,13,8,4,8,22
13-Nov-18 Quirindi,Quirindi,Country,NSW,7,70,7,2,3,4,1,0,0,0,0,14,13,8,8,20
14-Nov-18 Bendigo,Bendigo,Country,VIC,8,67,6.5,1,4,5,2,0,0,0,0,13,8,6,6,26
14-Nov-18 Hawkesbury,Hawkesbury,Provincial,NSW,8,68,7,6,4,1,1,0,0,0,0,13,11,6,7,23
14-Nov-18 Ipswich,Ipswich,Provincial,QLD,8,75,7.5,5,4,2,0,1,0,0,1,16,18,7,6,20
14-Nov-18 Murray Bridge,Murray Bridge,Provincial,SA,7,64,6.5,2,4,3,1,0,1,0,1,13,6,9,9,20
14-Nov-18 Bunbury,Bunbury,Country,WA,8,103,10.5,2,4,4,2,0,0,0,0,26,12,17,14,26
14-Nov-18 Launceston,Launceston,Metro,TAS,7,62,6,3,4,3,1,0,0,0,0,19,5,4,4,23
15-Nov-18 Port Macquarie,Port Macquarie,Country,NSW,8,83,8.5,5,5,2,1,0,0,0,0,20,12,11,10,22
15-Nov-18 Seymour,Seymour,Country,VIC,8,86,8.5,1,5,4,2,0,1,0,1,14,16,10,7,31
15-Nov-18 Beaudesert,Beaudesert,Provincial,QLD,7,68,7,2,5,3,1,0,0,1,1,19,9,8,2,23
15-Nov-18 Northam,Northam,Provincial,WA,7,68,7,2,5,3,2,0,0,0,0,9,9,9,7,27
15-Nov-18 Pakenham,Pakenham,Country,VIC,8,78,8,4,5,3,1,0,0,0,0,18,6,7,9,30
16-Nov-18 Kyneton,Kyneton,Country,VIC,8,75,7.5,3,6,5,0,0,0,0,0,18,9,6,6,28
16-Nov-18 Murwillumbah,Murwillumbah,Country,NSW,8,68,7,2,6,5,1,0,0,0,0,13,10,7,11,19
16-Nov-18 Gundagai,Gundagai,Country,NSW,8,85,8.5,4,6,3,1,0,0,0,0,22,11,8,9,27
16-Nov-18 Mackay,Mackay,Provincial,QLD,8,68,7,4,6,1,2,1,0,0,1,11,13,3,6,27
16-Nov-18 Port Lincoln,Port Lincoln,Provincial,SA,8,75,7.5,4,6,4,0,0,0,0,0,19,14,6,5,23
16-Nov-18 Geraldton,Geraldton,Provincial,WA,7,66,6.5,3,6,3,1,0,0,0,0,17,10,4,6,22
16-Nov-18 Canterbury,Canterbury,Metro,NSW,8,77,7.5,3,6,2,2,1,0,0,1,23,11,8,5,22
16-Nov-18 Moonee Valley,Moonee Valley,Metro,VIC,8,76,7.5,2,6,3,3,0,0,0,0,22,13,11,1,21
17-Nov-18 Sandown Hillside,Sandown Hillside,Metro,VIC,10,111,11,4,7,2,1,3,0,0,3,35,22,7,5,32
17-Nov-18 Rosehill,Rosehill,Metro,NSW,9,77,7.5,3,7,4,2,0,0,0,0,20,15,8,1,24
17-Nov-18 Doomben,Doomben,Metro,QLD,9,97,9.5,3,7,4,1,1,0,0,1,22,19,18,5,24
17-Nov-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,68,7,4,7,1,3,0,0,0,0,15,9,9,3,24
17-Nov-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,70,7,3,7,4,0,1,0,0,1,18,13,3,5,23
17-Nov-18 Dunkeld,Dunkeld,Country,VIC,8,71,7,3,7,4,1,0,0,0,0,10,14,8,3,28
17-Nov-18 Hobart,Hobart,Metro,TAS,8,62,6,6,7,2,0,0,0,0,0,15,8,2,3,26
17-Nov-18 Gundagai,Gundagai,Country,NSW,7,75,7.5,3,7,4,0,0,0,0,0,14,13,12,5,24
17-Nov-18 Gold Coast,Gold Coast,Metro,QLD,8,73,7.5,6,7,1,0,1,0,0,1,16,8,12,1,28
17-Nov-18 Bathurst,Bathurst,Country,NSW,6,66,6.5,3,7,2,0,1,0,0,1,15,16,9,7,13
17-Nov-18 Roma,Roma,Country,QLD,8,89,9,2,7,4,1,1,0,0,1,25,21,7,4,24
17-Nov-18 Ascot,Ascot,Metro,WA,8,78,8,3,7,5,0,0,0,0,0,16,20,11,4,19
17-Nov-18 Darwin,Darwin,Metro,NT,5,38,4,0,7,5,0,0,0,0,0,9,2,2,2,18
17-Nov-18 Esperance,Esperance,Provincial,WA,6,47,4.5,3,7,3,0,0,0,0,0,11,6,3,1,20
17-Nov-18 Toowoomba,Toowoomba,Provincial,QLD,7,55,5.5,5,7,1,1,0,0,0,0,10,12,6,2,18
17-Nov-18 Cranbourne,Cranbourne,Country,VIC,7,63,6.5,0,7,5,0,2,0,0,2,10,6,10,9,21
18-Nov-18 Newcastle,Newcastle,Provincial,NSW,8,67,6.5,5,1,2,0,1,0,0,1,9,10,5,8,27
18-Nov-18 Donald,Donald,Country,VIC,8,64,6.5,1,1,7,0,0,0,0,0,17,5,4,8,22
18-Nov-18 Canberra,Canberra,Country,ACT,7,71,7,2,1,4,1,0,0,0,0,19,17,5,4,19
18-Nov-18 Strathalbyn,Strathalbyn,Provincial,SA,7,71,7,2,1,4,1,0,0,0,0,21,8,4,6,25
18-Nov-18 Geelong,Geelong,Country,VIC,7,52,5,1,1,6,0,0,0,0,0,13,6,3,4,19
18-Nov-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,74,7.5,3,1,2,2,1,0,0,1,15,11,6,9,25
18-Nov-18 Alice Springs,Alice Springs,Provincial,NT,5,37,3.5,3,1,2,0,0,0,0,0,7,3,1,2,19
18-Nov-18 Albany,Albany,Provincial,WA,7,73,7.5,1,1,5,0,1,0,0,1,12,20,9,5,20
19-Nov-18 Mornington,Mornington,Country,VIC,8,59,6,5,2,2,0,1,0,0,1,12,8,7,3,21
19-Nov-18 Scone,Scone,Country,NSW,7,79,8,2,2,3,2,0,0,0,0,23,12,4,11,22
19-Nov-18 Grafton,Grafton,Country,NSW,7,83,8.5,2,2,3,1,1,0,0,1,18,12,13,13,20
20-Nov-18 Tatura,Tatura,Country,VIC,8,78,8,1,3,4,2,0,1,0,1,15,9,8,11,27
20-Nov-18 Dubbo,Dubbo,Country,NSW,8,93,9.5,1,3,5,2,0,0,0,0,20,10,17,12,26
20-Nov-18 Rockhampton,Rockhampton,Provincial,QLD,7,73,7.5,7,3,0,0,0,0,0,0,18,12,11,6,19
21-Nov-18 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,89,9,1,4,4,2,1,0,0,1,22,13,9,6,31
21-Nov-18 Newcastle,Newcastle,Provincial,NSW,8,74,7.5,3,4,3,2,0,0,0,0,16,11,7,8,24
21-Nov-18 Ipswich,Ipswich,Provincial,QLD,8,75,7.5,3,4,5,0,0,0,0,0,12,14,14,4,23
21-Nov-18 Gawler,Gawler,Metro,SA,7,53,5.5,3,4,4,0,0,0,0,0,12,4,4,7,19
21-Nov-18 Ascot,Ascot,Metro,WA,8,80,8,3,4,4,1,0,0,0,0,21,9,9,9,24
21-Nov-18 Launceston,Launceston,Metro,TAS,9,96,9.5,2,4,4,2,1,0,0,1,31,14,9,5,28
22-Nov-18 Moe,Moe,Country,VIC,9,91,9,2,5,5,1,0,0,1,1,17,23,10,6,26
22-Nov-18 Queanbeyan,Queanbeyan,Country,NSW,7,58,6,3,5,1,3,0,0,0,0,12,9,5,2,23
22-Nov-18 Kensington,Kensington,Metro,NSW,7,53,5.5,2,5,2,2,1,0,0,1,16,3,3,2,22
22-Nov-18 Gatton,Gatton,Provincial,QLD,7,72,7,1,5,4,1,0,1,0,1,20,17,9,4,15
22-Nov-18 York,York,Provincial,WA,7,57,5.5,4,5,3,0,0,0,0,0,10,5,8,5,22
23-Nov-18 Terang,Terang,Country,VIC,9,102,10,2,6,6,1,0,0,0,0,15,22,11,16,29
23-Nov-18 Orange,Orange,Country,NSW,8,80,8,4,6,3,1,0,0,0,0,12,9,16,10,25
23-Nov-18 Hawkesbury,Hawkesbury,Provincial,NSW,8,68,7,1,6,7,0,0,0,0,0,17,7,7,4,25
23-Nov-18 Townsville,Townsville,Provincial,QLD,8,78,8,2,6,4,1,0,1,0,1,11,8,12,10,29
23-Nov-18 Naracoorte,Naracoorte,Country,SA,7,59,6,2,6,5,0,0,0,0,0,5,12,10,5,20
23-Nov-18 Narrogin,Narrogin,Provincial,WA,7,56,5.5,5,6,2,0,0,0,0,0,11,6,10,2,20
23-Nov-18 Alice Springs,Alice Springs,Provincial,NT,5,33,3.5,2,6,3,0,0,0,0,0,2,1,1,1,23
23-Nov-18 Moonee Valley,Moonee Valley,Metro,VIC,8,75,7.5,1,6,4,2,1,0,0,1,22,14,1,2,28
23-Nov-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,81,8,2,6,2,1,2,0,0,2,16,16,15,9,18
24-Nov-18 Ballarat,Ballarat,Metro,VIC,10,110,11,3,7,7,0,0,0,0,0,32,17,11,3,37
24-Nov-18 Rosehill,Rosehill,Metro,NSW,9,100,10,5,7,3,1,0,0,0,0,23,21,14,8,25
24-Nov-18 Gosford,Gosford,Provincial,NSW,8,66,6.5,2,7,6,0,0,0,0,0,10,9,8,1,30
24-Nov-18 Gold Coast,Gold Coast,Metro,QLD,9,81,8,2,7,4,3,0,0,0,0,22,11,10,7,22
24-Nov-18 Doomben,Doomben,Metro,QLD,9,98,10,2,7,5,2,0,0,0,0,28,17,14,3,27
24-Nov-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,66,6.5,2,7,4,1,1,0,0,1,21,9,6,0,22
24-Nov-18 Coffs Harbour,Coffs Harbour,Country,NSW,6,43,4.5,2,7,3,0,1,0,0,1,9,5,1,3,19
24-Nov-18 Inverell,Inverell,Country,NSW,6,68,7,1,7,4,1,0,0,0,0,11,13,7,13,18
24-Nov-18 Cairns,Cairns,Provincial,QLD,6,43,4.5,3,7,1,1,0,1,0,1,12,5,5,1,14
24-Nov-18 Ascot,Ascot,Metro,WA,9,105,10.5,5,7,4,0,0,0,0,0,27,17,13,14,25
24-Nov-18 Geraldton,Geraldton,Provincial,WA,8,82,8,2,7,6,0,0,0,0,0,17,11,12,9,25
24-Nov-18 Toowoomba,Toowoomba,Provincial,QLD,6,57,5.5,5,7,1,0,0,0,0,0,10,10,7,11,13
25-Nov-18 Goulburn,Goulburn,Country,NSW,8,73,7.5,5,1,3,0,0,0,0,0,13,11,10,6,25
25-Nov-18 Kilmore,Kilmore,Country,VIC,9,72,7,2,1,5,1,0,1,0,1,17,4,7,3,32
25-Nov-18 Ararat,Ararat,Country,VIC,7,60,6,6,1,1,0,0,0,0,0,11,9,4,6,23
25-Nov-18 Quirindi,Quirindi,Country,NSW,7,74,7.5,4,1,2,0,1,0,0,1,17,14,4,15,17
25-Nov-18 Clare,Clare,Country,SA,7,59,6,3,1,4,0,0,0,0,0,13,13,4,1,21
25-Nov-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,62,6,3,1,2,1,0,0,1,1,14,7,5,2,27
25-Nov-18 Bunbury,Bunbury,Country,WA,8,71,7,2,1,4,1,1,0,0,1,19,5,8,6,25
26-Nov-18 Seymour,Seymour,Country,VIC,8,82,8,2,2,3,3,0,0,0,0,13,12,18,4,27
26-Nov-18 Ballina,Ballina,Country,NSW,7,70,7,2,2,3,1,1,0,0,1,15,12,7,7,22
26-Nov-18 Wagga,Wagga,Country,NSW,7,69,7,2,2,5,0,0,0,0,0,15,11,10,4,22
27-Nov-18 Bendigo,Bendigo,Country,VIC,9,91,9,5,3,3,1,0,0,0,0,20,13,11,12,26
27-Nov-18 Port Macquarie,Port Macquarie,Country,NSW,8,81,8,4,3,3,1,0,0,0,0,21,15,8,5,24
27-Nov-18 Rockhampton,Rockhampton,Provincial,QLD,7,68,7,5,3,1,0,1,0,0,1,12,13,12,7,17
28-Nov-18 Sandown Hillside,Sandown Hillside,Metro,VIC,8,79,8,3,4,2,2,0,1,0,1,19,9,10,5,28
28-Nov-18 Gold Coast,Gold Coast,Metro,QLD,8,75,7.5,3,4,4,1,0,0,0,0,19,14,5,6,23
28-Nov-18 Strathalbyn,Strathalbyn,Provincial,SA,7,57,5.5,3,4,3,0,1,0,0,1,11,6,4,6,23
28-Nov-18 Warwick Farm,Warwick Farm,Metro,NSW,7,50,5,0,4,7,0,0,0,0,0,16,2,2,3,20
28-Nov-18 Northam,Northam,Provincial,WA,7,60,6,5,4,2,0,0,0,0,0,11,11,8,5,18
28-Nov-18 Launceston,Launceston,Metro,TAS,8,90,9,2,4,5,1,0,0,0,0,23,11,13,7,28
29-Nov-18 Wyong,Wyong,Provincial,NSW,8,60,6,6,5,2,0,0,0,0,0,9,5,8,7,23
29-Nov-18 Kyneton,Kyneton,Country,VIC,8,76,7.5,4,5,3,0,1,0,0,1,15,15,8,6,24
29-Nov-18 Narromine,Narromine,Country,NSW,7,78,8,0,5,5,1,1,0,0,1,17,12,11,14,17
29-Nov-18 Mackay,Mackay,Provincial,QLD,6,51,5,2,5,3,0,1,0,0,1,14,7,5,2,17
29-Nov-18 Bunbury,Bunbury,Country,WA,8,61,6,4,5,1,1,2,0,0,2,10,7,7,6,23
29-Nov-18 Pakenham,Pakenham,Country,VIC,8,75,7.5,1,5,4,1,1,1,0,2,12,14,6,5,30
30-Nov-18 Wodonga,Wodonga,Country,VIC,8,87,8.5,3,6,4,1,0,0,0,0,20,10,9,15,25
30-Nov-18 Canberra,Canberra,Country,ACT,8,76,7.5,0,6,5,2,1,0,0,1,18,9,13,5,23
30-Nov-18 Muswellbrook,Muswellbrook,Country,NSW,8,81,8,3,6,5,0,0,0,0,0,19,12,10,12,20
30-Nov-18 Ipswich,Ipswich,Provincial,QLD,7,79,8,3,6,3,0,0,1,0,1,14,20,15,5,18
30-Nov-18 Port Lincoln,Port Lincoln,Provincial,SA,8,73,7.5,3,6,3,2,0,0,0,0,14,14,9,5,23
30-Nov-18 Albany,Albany,Provincial,WA,7,58,6,3,6,4,0,0,0,0,0,14,10,4,4,19
30-Nov-18 Canterbury,Canterbury,Metro,NSW,8,77,7.5,2,6,4,0,1,1,0,2,18,17,7,4,23
30-Nov-18 Cranbourne,Cranbourne,Country,VIC,8,72,7,3,6,3,1,1,0,0,1,17,8,10,2,27
1-Dec-18 Gold Coast,Gold Coast,Metro,QLD,9,81,8,4,7,5,0,0,0,0,0,21,11,8,9,23
1-Dec-18 Moonee Valley,Moonee Valley,Metro,VIC,9,80,8,6,7,2,1,0,0,0,0,18,14,5,0,34
1-Dec-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,71,7,3,7,4,1,0,0,0,0,22,4,5,5,27
1-Dec-18 Yarra Valley,Yarra Valley,Country,VIC,7,72,7,2,7,5,0,0,0,0,0,18,11,7,4,25
1-Dec-18 Rosehill,Rosehill,Metro,NSW,9,86,8.5,2,7,6,1,0,0,0,0,18,15,10,1,33
1-Dec-18 Wagga,Wagga,Country,NSW,6,63,6.5,3,7,3,0,0,0,0,0,12,8,10,7,20
1-Dec-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,57,5.5,2,7,6,0,0,0,0,0,9,8,3,2,27
1-Dec-18 Kilcoy,Kilcoy,Provincial,QLD,6,50,5,1,7,3,2,0,0,0,0,6,7,4,2,25
1-Dec-18 Doomben,Doomben,Metro,QLD,9,94,9.5,3,7,5,1,0,0,0,0,33,15,12,4,21
1-Dec-18 Ascot,Ascot,Metro,WA,9,96,9.5,1,7,6,2,0,0,0,0,25,14,13,10,25
1-Dec-18 Esperance,Esperance,Provincial,WA,7,65,6.5,3,7,4,0,0,0,0,0,15,15,3,2,23
1-Dec-18 Darwin,Darwin,Metro,NT,5,47,4.5,3,7,0,2,0,0,0,0,13,11,3,2,13
1-Dec-18 Toowoomba,Toowoomba,Provincial,QLD,7,58,6,2,7,4,0,0,0,1,1,5,11,7,6,22
2-Dec-18 Townsville,Townsville,Provincial,QLD,7,54,5.5,3,1,3,1,0,0,0,0,11,9,3,2,22
2-Dec-18 Warrnambool,Warrnambool,Country,VIC,9,94,9.5,1,1,7,1,0,0,0,0,20,11,11,11,32
2-Dec-18 Newcastle,Newcastle,Provincial,NSW,8,65,6.5,7,1,1,0,0,0,0,0,12,8,9,8,20
2-Dec-18 Traralgon,Traralgon,Country,VIC,8,81,8,5,1,2,1,0,0,0,0,14,17,15,5,22
2-Dec-18 Murray Bridge,Murray Bridge,Provincial,SA,7,69,7,5,1,1,0,1,0,0,1,9,15,7,12,19
2-Dec-18 Grafton,Grafton,Country,NSW,7,67,6.5,3,1,4,0,0,0,0,0,9,8,10,8,25
2-Dec-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,75,7.5,2,1,4,2,0,0,0,0,19,12,7,6,23
2-Dec-18 Alice Springs,Alice Springs,Provincial,NT,5,40,4,2,1,1,2,0,0,0,0,10,3,0,3,19
2-Dec-18 Geraldton,Geraldton,Provincial,WA,7,78,8,2,1,2,1,2,0,0,2,19,15,8,10,19
3-Dec-18 Taree,Taree,Country,NSW,7,72,7,1,2,4,0,1,1,0,2,14,12,9,13,17
3-Dec-18 Sapphire Coast,Sapphire Coast,Country,NSW,7,61,6,4,2,1,2,0,0,0,0,15,12,5,2,20
4-Dec-18 Scone,Scone,Country,NSW,8,94,9.5,5,3,2,0,1,0,0,1,19,10,16,18,23
4-Dec-18 Hamilton,Hamilton,Country,VIC,8,75,7.5,1,3,5,1,1,0,0,1,16,11,8,7,25
5-Dec-18 Echuca,Echuca,Country,VIC,8,77,7.5,3,4,5,0,0,0,0,0,13,8,11,11,26
5-Dec-18 Ipswich,Ipswich,Provincial,QLD,9,65,6.5,6,4,3,0,0,0,0,0,13,7,6,5,25
5-Dec-18 Warwick Farm,Warwick Farm,Metro,NSW,7,67,6.5,4,4,3,0,0,0,0,0,16,12,5,5,22
5-Dec-18 Gawler,Gawler,Metro,SA,7,69,7,4,4,2,0,1,0,0,1,12,11,7,9,23
5-Dec-18 Sandown Hillside,Sandown Hillside,Metro,VIC,8,77,7.5,3,4,3,1,1,0,0,1,15,12,12,3,27
5-Dec-18 Bunbury,Bunbury,Country,WA,8,67,6.5,3,4,5,0,0,0,0,0,12,5,8,10,24
5-Dec-18 Launceston,Launceston,Metro,TAS,8,82,8,1,4,6,1,0,0,0,0,21,17,7,5,24
6-Dec-18 Gosford,Gosford,Provincial,NSW,8,72,7,3,5,3,0,2,0,0,2,16,18,6,8,16
6-Dec-18 Kyneton,Kyneton,Country,VIC,8,67,6.5,5,5,2,1,0,0,0,0,13,9,4,7,26
6-Dec-18 Townsville,Townsville,Provincial,QLD,7,57,5.5,3,5,1,3,0,0,0,0,16,8,5,5,16
6-Dec-18 Northam,Northam,Provincial,WA,7,58,6,2,5,3,2,0,0,0,0,9,5,9,5,23
7-Dec-18 Mornington,Mornington,Country,VIC,8,70,7,4,6,4,0,0,0,0,0,12,4,9,6,31
7-Dec-18 Ballina,Ballina,Country,NSW,8,94,9.5,3,6,4,0,1,0,0,1,23,13,13,13,24
7-Dec-18 Mudgee,Mudgee,Country,NSW,8,91,9,1,6,5,2,0,0,0,0,25,10,10,14,24
7-Dec-18 Devonport,Devonport,Country,TAS,7,51,5,2,6,3,2,0,0,0,0,12,6,4,0,22
7-Dec-18 Doomben,Doomben,Metro,QLD,7,70,7,1,6,4,2,0,0,0,0,14,14,9,7,19
7-Dec-18 Mount Barker,Mount Barker,Provincial,WA,7,51,5,2,6,3,2,0,0,0,0,12,6,4,0,22
7-Dec-18 Moonee Valley,Moonee Valley,Metro,VIC,8,75,7.5,3,6,1,3,0,1,0,1,17,14,6,2,28
8-Dec-18 Pakenham,Pakenham,Country,VIC,9,105,10.5,2,7,5,2,0,0,0,0,27,15,14,8,32
8-Dec-18 Newcastle,Newcastle,Provincial,NSW,8,83,8.5,4,7,3,1,0,0,0,0,11,15,16,5,28
8-Dec-18 Gold Coast,Gold Coast,Metro,QLD,8,72,7,5,7,2,0,1,0,0,1,8,11,13,6,26
8-Dec-18 Stawell,Stawell,Country,VIC,7,65,6.5,2,7,5,0,0,0,0,0,15,9,9,1,24
8-Dec-18 Rosehill,Rosehill,Metro,NSW,9,88,9,2,7,5,2,0,0,0,0,27,8,11,1,32
8-Dec-18 Albury,Albury,Country,NSW,6,60,6,1,7,3,1,1,0,0,1,7,12,8,8,19
8-Dec-18 Doomben,Doomben,Metro,QLD,9,100,10,3,7,6,0,0,0,0,0,22,14,20,5,30
8-Dec-18 Gunnedah,Gunnedah,Country,NSW,7,89,9,3,7,2,0,2,0,0,2,22,15,12,11,22
8-Dec-18 Morphettville,Morphettville,Metro,SA,8,53,5.5,3,7,4,0,0,1,0,1,9,3,5,1,27
8-Dec-18 Rockhampton,Rockhampton,Provincial,QLD,6,60,6,1,7,3,1,1,0,0,1,10,12,8,6,18
8-Dec-18 Ascot,Ascot,Metro,WA,9,87,8.5,6,7,1,0,1,1,0,2,18,10,15,6,29
8-Dec-18 Darwin,Darwin,Metro,NT,5,34,3.5,1,7,3,1,0,0,0,0,6,6,1,1,15
8-Dec-18 Toowoomba,Toowoomba,Provincial,QLD,7,55,5.5,3,7,3,1,0,0,0,0,11,11,7,5,14
9-Dec-18 Port Lincoln,Port Lincoln,Provincial,SA,8,65,6.5,1,1,6,0,1,0,0,1,11,9,3,4,30
9-Dec-18 Nowra,Nowra,Country,NSW,8,82,8,1,1,4,2,1,0,0,1,18,13,11,5,27
9-Dec-18 Tatura,Tatura,Country,VIC,7,59,6,3,1,3,1,0,0,0,0,16,6,8,2,20
9-Dec-18 Hawkesbury,Hawkesbury,Provincial,NSW,7,71,7,2,1,5,0,0,0,0,0,20,2,9,13,20
9-Dec-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,72,7,4,1,3,1,0,0,0,0,15,12,9,7,21
9-Dec-18 Pinjarra,Pinjarra,Provincial,WA,9,111,11,2,1,4,2,0,1,0,1,23,19,20,9,31
10-Dec-18 Tuncurry,Tuncurry,Country,NSW,7,71,7,3,2,4,0,0,0,0,0,11,10,9,12,22
10-Dec-18 Dubbo,Dubbo,Country,NSW,7,84,8.5,3,2,3,1,0,0,0,0,15,16,10,17,19
11-Dec-18 Wagga,Wagga,Country,NSW,8,89,9,2,3,3,3,0,0,0,0,20,10,10,14,27
11-Dec-18 Ararat,Ararat,Country,VIC,8,67,6.5,1,3,7,0,0,0,0,0,12,5,7,4,31
11-Dec-18 Dalby,Dalby,Provincial,QLD,7,63,6.5,4,3,2,1,0,0,0,0,8,22,8,0,18
12-Dec-18 Terang,Terang,Country,VIC,8,74,7.5,2,4,4,1,1,0,0,1,14,12,11,6,23
12-Dec-18 Wyong,Wyong,Provincial,NSW,7,56,5.5,3,4,3,1,0,0,0,0,10,4,6,7,22
12-Dec-18 Beaudesert,Beaudesert,Provincial,QLD,8,63,6.5,4,4,1,1,2,0,0,2,10,9,4,10,22
12-Dec-18 Balaklava,Balaklava,Provincial,SA,7,48,5,3,4,3,1,0,0,0,0,7,5,7,3,19
12-Dec-18 Sandown Hillside,Sandown Hillside,Metro,VIC,8,68,7,4,4,2,1,1,0,0,1,14,9,5,2,30
12-Dec-18 Ascot,Ascot,Metro,WA,8,83,8.5,5,4,1,2,0,0,0,0,18,10,13,11,23
12-Dec-18 Launceston,Launceston,Metro,TAS,7,65,6.5,4,4,3,0,0,0,0,0,15,12,8,5,18
13-Dec-18 Coffs Harbour,Coffs Harbour,Country,NSW,8,107,10.5,5,5,0,1,1,1,0,2,25,15,22,20,17
13-Dec-18 Mackay,Mackay,Provincial,QLD,7,65,6.5,2,5,4,1,0,0,0,0,13,14,3,7,21
13-Dec-18 Warrnambool,Warrnambool,Country,VIC,8,77,7.5,0,5,4,2,2,0,0,2,19,11,6,9,24
13-Dec-18 Geraldton,Geraldton,Provincial,WA,7,85,8.5,3,5,3,0,1,0,0,1,18,16,11,12,21
14-Dec-18 Murwillumbah,Murwillumbah,Country,NSW,8,78,8,4,6,3,1,0,0,0,0,20,11,8,7,24
14-Dec-18 Scone,Scone,Country,NSW,8,85,8.5,1,6,5,2,0,0,0,0,26,8,9,12,22
14-Dec-18 Hobart,Hobart,Metro,TAS,8,74,7.5,1,6,6,1,0,0,0,0,15,15,9,3,24
14-Dec-18 Ipswich,Ipswich,Provincial,QLD,7,64,6.5,5,6,2,0,0,0,0,0,12,10,5,12,18
14-Dec-18 Moe,Moe,Country,VIC,8,94,9.5,1,6,5,1,0,1,0,1,20,10,14,14,28
14-Dec-18 Warren,Warren,Country,NSW,6,70,7,3,6,2,1,0,0,0,0,13,8,11,7,25
14-Dec-18 Morphettville,Morphettville,Metro,SA,8,83,8.5,1,6,4,2,0,1,0,1,13,17,13,8,24
14-Dec-18 Albany,Albany,Provincial,WA,8,63,6.5,2,6,3,2,1,0,0,1,14,7,9,1,24
14-Dec-18 Canterbury,Canterbury,Metro,NSW,8,74,7.5,2,6,4,2,0,0,0,0,21,12,5,1,27
14-Dec-18 Moonee Valley,Moonee Valley,Metro,VIC,8,73,7.5,0,6,4,3,1,0,0,1,21,12,1,0,31
14-Dec-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,69,7,3,6,4,0,0,0,0,0,9,14,8,7,24
15-Dec-18 Kembla Grange,Kembla Grange,Provincial,NSW,7,51,5,2,7,4,1,0,0,0,0,13,4,4,0,23
15-Dec-18 Flemington,Flemington,Metro,VIC,9,103,10.5,4,7,2,1,2,0,0,2,31,16,8,3,36
15-Dec-18 Gold Coast,Gold Coast,Metro,QLD,8,66,6.5,2,7,5,0,1,0,0,1,15,9,11,3,20
15-Dec-18 Gawler,Gawler,Metro,SA,8,63,6.5,4,7,3,1,0,0,0,0,12,11,7,1,24
15-Dec-18 Randwick,Randwick,Metro,NSW,9,99,10,2,7,5,1,0,1,0,1,26,10,18,4,32
15-Dec-18 Geelong,Geelong,Country,VIC,7,52,5,4,7,2,1,0,0,0,0,7,2,10,0,26
15-Dec-18 Doomben,Doomben,Metro,QLD,9,92,9,3,7,4,1,0,1,0,1,19,10,14,11,29
15-Dec-18 Albury,Albury,Country,NSW,7,76,7.5,1,7,5,1,0,0,0,0,20,10,4,10,25
15-Dec-18 Moree,Moree,Country,NSW,6,62,6,1,7,2,2,1,0,0,1,12,12,8,9,15
15-Dec-18 Ascot,Ascot,Metro,WA,9,88,9,4,7,3,2,0,0,0,0,25,13,11,2,28
15-Dec-18 Darwin,Darwin,Metro,NT,5,41,4,1,7,4,0,0,0,0,0,8,6,2,0,20
15-Dec-18 Wangaratta,Wangaratta,Country,VIC,6,50,5,1,7,3,2,0,0,0,0,16,5,6,0,17
15-Dec-18 Esperance,Esperance,Provincial,WA,7,74,7.5,4,7,3,0,0,0,0,0,16,9,7,5,30
15-Dec-18 Toowoomba,Toowoomba,Provincial,QLD,7,58,6,2,7,2,3,0,0,0,0,15,13,10,2,11
15-Dec-18 Cranbourne,Cranbourne,Country,VIC,7,65,6.5,3,7,2,1,1,0,0,1,10,13,11,1,23
16-Dec-18 Bordertown,Bordertown,Country,SA,8,63,6.5,2,1,4,2,0,0,0,0,13,6,4,0,32
16-Dec-18 Horsham,Horsham,Country,VIC,7,45,4.5,3,1,4,0,0,0,0,0,10,5,3,0,20
